erp_entry_id,reference,posting_date,amount,currency,vendor_name,gl_account,status
ERP-301873,REF-740794,02-04-2026,16710.18,GBP,"Roberts, Frazier and Smith",2002,booked
ERP-301874,REF-659790,08-01-2026,10051.87,USD,Shaw-Stuart,2001,booked
ERP-301875,REF-776163,23-04-2026,17349.27,GBP,"Rogers, Anderson and Campos",3050,booked
ERP-301876,REF-612393,05-03-2026,4541.33,GBP,Davis PLC,4010,booked
ERP-301877,REF-412110,19-02-2026,14218.29,GBP,Ramsey-Caldwell,3050,booked
ERP-301878,,16-03-2026,16339.29,EUR,Holmes and Sons,2002,booked
ERP-301879,,01-03-2026,3554.85,GBP,Kim Group,2002,booked
ERP-301880,REF-358500,08-02-2026,18744.25,GBP,Austin-Bonilla,4010,booked
ERP-301881,REF-861170,23-02-2026,14798.47,EUR,Richards-Johnson,4010,booked
ERP-301882,REF-864776,26-02-2026,17748.02,EUR,"Dorsey, Patterson and Harrison",4010,booked
ERP-301883,REF-798681,09-04-2026,10231.16,EUR,"Savage, Garcia and Robinson",3050,booked
ERP-301884,REF-853358,10-03-2026,188.58,USD,Reeves Ltd,3050,booked
ERP-301885,REF-833176,10-02-2026,4584.45,GBP,Kirk-Morales,3050,booked
ERP-301886,REF-101483,18-02-2026,3014.35,USD,Elliott-Wallace,4010,booked
ERP-301887,REF-216810,01-02-2026,1730.37,EUR,Moore LLC,2002,booked
ERP-301888,,25-01-2026,2658.62,USD,Moore LLC,2001,booked
ERP-301889,REF-787036,13-03-2026,11814.92,USD,Peters-Ward,2001,booked
ERP-301890,REF-443778,15-04-2026,3306.84,USD,"Howard, Lynch and Morris",2001,booked
ERP-301891,REF-170294,01-05-2026,19864.28,USD,"Molina, Wells and Bright",3050,booked
ERP-301892,REF-815938,13-02-2026,12903.97,EUR,"Martinez, Joseph and Simmons",2002,booked
ERP-301893,REF-209454,13-02-2026,11146.69,GBP,Fitzgerald-Watson,3050,booked
ERP-301894,REF-504819,04-03-2026,22668.96,USD,Kelly-Murphy,2001,booked
ERP-301895,REF-828735,28-03-2026,11054.45,GBP,Walters LLC,2002,booked
ERP-301896,REF-569341,06-03-2026,24458.97,EUR,Anderson LLC,3050,booked
ERP-301897,REF-371245,19-01-2026,8925.44,GBP,Pena Inc,2002,booked
ERP-301898,REF-152611,07-04-2026,24644.11,GBP,"Cox, Fernandez and Baker",2002,booked
ERP-301899,,12-03-2026,21319.56,USD,Thornton and Sons,2001,booked
ERP-301900,REF-663811,14-04-2026,21889.66,EUR,Randolph and Sons,2002,booked
ERP-301901,REF-867847,25-02-2026,3147.12,GBP,"Fox, Hernandez and Ryan",4010,booked
ERP-301902,REF-566762,01-02-2026,2505.35,EUR,"Johnson, Meyer and Hanna",4010,booked
ERP-301903,REF-295515,25-02-2026,5978.08,GBP,Farrell-Willis,3050,booked
ERP-301904,REF-170326,09-02-2026,19013.82,GBP,Cooper PLC,2002,booked
ERP-301905,REF-713659,15-03-2026,3430.42,GBP,Jones Group,3050,booked
ERP-301906,REF-575402,23-02-2026,23703.18,EUR,Flynn Group,2001,booked
ERP-301907,REF-561552,17-02-2026,10061.69,GBP,Newman-Thomas,4010,booked
ERP-301908,REF-624428,02-01-2026,1195.55,EUR,Kennedy-Marks,4010,booked
ERP-301909,REF-876366,08-02-2026,24901.8,EUR,Smith-Ortiz,3050,booked
ERP-301910,REF-420119,18-01-2026,891.66,EUR,Webster and Sons,2002,booked
ERP-301911,REF-217480,14-01-2026,6064.32,USD,Rose-Gonzales,2001,booked
ERP-301912,REF-365238,30-04-2026,6930.09,EUR,Farrell-Willis,4010,booked
ERP-301913,REF-359462,23-04-2026,23882.13,GBP,"Gray, Williams and Weaver",4010,booked
ERP-301914,REF-744588,18-03-2026,22601.35,GBP,Phillips-Wyatt,3050,booked
ERP-301915,REF-222602,18-04-2026,3456.27,GBP,Howard-Mcdonald,3050,booked
ERP-301916,REF-109466,18-04-2026,21405.14,GBP,"Hernandez, Wade and Rodriguez",4010,booked
ERP-301917,REF-822078,23-02-2026,4308.76,EUR,Arellano-Whitaker,4010,booked
ERP-301918,REF-389947,12-01-2026,3227.46,USD,Murray Group,3050,booked
ERP-301919,REF-896883,02-01-2026,1255.52,EUR,Shaw-Stuart,2002,booked
ERP-301920,REF-607737,01-03-2026,2173.82,GBP,Green Ltd,3050,booked
ERP-301921,REF-565371,17-01-2026,11034.88,USD,Robinson and Sons,2002,booked
ERP-301922,REF-153481,01-04-2026,15190.23,USD,Jacobs PLC,3050,booked
ERP-301923,REF-298121,02-03-2026,12618.56,EUR,Hays-Dalton,4010,booked
ERP-301924,,31-03-2026,8682.27,USD,"George, Lewis and Mitchell",4010,booked
ERP-301925,REF-193158,18-03-2026,21412.96,GBP,"Martinez, Joseph and Simmons",3050,booked
ERP-301926,REF-159112,22-03-2026,3705.17,GBP,Buckley and Sons,3050,booked
ERP-301927,REF-328903,19-03-2026,16724.64,USD,Nguyen-White,4010,booked
ERP-301928,REF-487633,21-02-2026,23297.39,EUR,"Rodriguez, Sutton and Santiago",3050,booked
ERP-301929,REF-654027,20-04-2026,20505.63,EUR,"Howard, Russo and Smith",3050,booked
ERP-301930,REF-696515,20-02-2026,2727.93,GBP,Cooper PLC,4010,booked
ERP-301931,REF-246456,23-03-2026,18425.67,GBP,"Rollins, Charles and Black",2002,booked
ERP-301932,REF-515759,04-03-2026,11342.65,USD,Nguyen-Roberts,2002,booked
ERP-301933,REF-769383,16-02-2026,3068.45,GBP,Walters PLC,2002,booked
ERP-301934,,14-04-2026,13935.87,USD,Jones-Turner,4010,booked
ERP-301935,REF-551875,21-02-2026,12656.85,EUR,Wilson Ltd,2001,booked
ERP-301936,REF-450431,24-01-2026,13246.2,EUR,Gomez-Cardenas,2002,booked
ERP-301937,REF-968125,02-04-2026,12208.84,GBP,Wilson Ltd,3050,booked
ERP-301938,REF-210472,20-02-2026,21884.08,EUR,"Payne, Wall and Hernandez",4010,booked
ERP-301939,REF-362752,04-02-2026,23567.6,GBP,Silva-Green,2002,booked
ERP-301940,REF-359600,11-03-2026,17392.7,USD,Cobb Group,2001,booked
ERP-301941,REF-938649,21-01-2026,2299.2,GBP,Mata Inc,2002,booked
ERP-301942,REF-169801,28-03-2026,6078.09,EUR,Hunt PLC,3050,booked
ERP-301943,REF-910846,26-03-2026,15119.77,USD,"Evans, Conway and Hall",2002,booked
ERP-301944,REF-423912,19-04-2026,20525.2,USD,Bowman LLC,2001,booked
ERP-301945,REF-111319,27-02-2026,22450.28,GBP,Mccoy Ltd,2001,booked
ERP-301946,REF-498919,15-01-2026,4488.56,USD,Schneider Ltd,4010,booked
ERP-301947,REF-271993,24-04-2026,4025.43,USD,Allen Group,2001,booked
ERP-301948,REF-942221,15-01-2026,10037.26,GBP,Anderson Inc,2002,booked
ERP-301949,REF-279428,22-01-2026,10821.95,USD,"Johnson, Harrison and Thomas",2001,booked
ERP-301950,REF-934001,11-02-2026,16626.97,USD,Howe and Sons,4010,booked
ERP-301951,REF-861346,25-03-2026,1261.54,USD,Walters LLC,2002,booked
ERP-301952,REF-860305,01-02-2026,11060.6,EUR,Fletcher-Pruitt,2002,booked
ERP-301953,,10-01-2026,21249.55,GBP,"Savage, Garcia and Robinson",4010,booked
ERP-301954,REF-556791,14-03-2026,6806.13,EUR,Rhodes Ltd,3050,booked
ERP-301955,REF-789589,11-03-2026,13587.04,USD,Zimmerman Group,2001,booked
ERP-301956,REF-691915,04-02-2026,14622.17,EUR,Allen and Sons,2002,booked
ERP-301957,REF-838164,02-02-2026,16645.38,GBP,Dickson-Padilla,2002,booked
ERP-301958,REF-597341,13-03-2026,13314.58,GBP,Randall-Kerr,2001,booked
ERP-301959,REF-955194,25-04-2026,4106.14,EUR,"Savage, Garcia and Robinson",2002,booked
ERP-301960,REF-895655,03-04-2026,14648.77,USD,Mccoy Ltd,2002,booked
ERP-301961,REF-509394,01-05-2026,20765.14,EUR,"Malone, Bell and Bryant",2002,booked
ERP-301962,REF-535790,23-01-2026,6404.26,GBP,"Curtis, Turner and Soto",2001,booked
ERP-301963,REF-384054,27-01-2026,18511.41,GBP,Wong PLC,3050,booked
ERP-301964,REF-349180,18-02-2026,4511.3,GBP,Mcclain-Jensen,3050,booked
ERP-301965,REF-281958,26-02-2026,4471.38,GBP,Colon Group,2001,booked
ERP-301966,,13-04-2026,6545.74,GBP,"Howard, Lynch and Morris",2001,booked
ERP-301967,REF-350202,26-04-2026,3529.34,EUR,Mcclain-Jensen,4010,booked
ERP-301968,REF-723832,14-04-2026,2877.94,USD,"Lewis, Joyce and Robertson",2001,booked
ERP-301969,REF-466997,11-01-2026,10632.9,EUR,Robinson and Sons,4010,booked
ERP-301970,REF-927538,23-02-2026,4147.31,GBP,Morris Inc,2001,booked
ERP-301971,REF-499220,08-04-2026,21265.41,GBP,Spears-Beck,2001,booked
ERP-301972,REF-358674,22-01-2026,16049.92,USD,Rogers Inc,2002,booked
ERP-301973,REF-721840,22-01-2026,22387.39,EUR,"Ward, Garcia and Henry",2001,booked
ERP-301974,REF-385835,19-03-2026,1033.02,GBP,Hunt PLC,4010,booked
ERP-301975,REF-115810,02-04-2026,15483.83,EUR,"Nguyen, Williams and Smith",2002,booked
ERP-301976,REF-787236,18-04-2026,16590.56,EUR,Todd-Oconnor,3050,booked
ERP-301977,REF-356032,24-03-2026,6029.06,USD,Jones-Graham,3050,booked
ERP-301978,REF-886339,04-04-2026,14014.27,GBP,"Howell, Hart and Swanson",4010,booked
ERP-301979,REF-387048,21-03-2026,14734.99,GBP,Bryant LLC,2002,booked
ERP-301980,,05-01-2026,16627.72,EUR,Allen Inc,2002,booked
ERP-301981,,18-02-2026,16900.98,GBP,"Berry, Rios and Marshall",2002,booked
ERP-301982,REF-652819,09-01-2026,5132.22,EUR,"Hernandez, Greer and Jackson",2001,booked
ERP-301983,,01-02-2026,12037.05,EUR,Gordon-Roberts,2002,booked
ERP-301984,REF-333327,12-01-2026,16932.66,GBP,Mullins-Cabrera,4010,booked
ERP-301985,REF-536247,20-04-2026,19583.48,EUR,"Johnson, Meyer and Hanna",3050,booked
ERP-301986,REF-152976,14-01-2026,5071.01,GBP,Anderson Inc,2001,booked
ERP-301987,REF-452700,10-02-2026,7800.37,GBP,Lawrence-Lee,2001,booked
ERP-301988,REF-631675,15-04-2026,18665.09,EUR,Wong PLC,2002,booked
ERP-301989,REF-443085,14-03-2026,14588.73,USD,"Moss, Atkins and Daniels",2002,booked
ERP-301990,REF-188743,19-03-2026,13436.9,GBP,Walters LLC,3050,booked
ERP-301991,REF-553570,08-02-2026,7856.34,EUR,Bowman LLC,3050,booked
ERP-301992,REF-172484,11-04-2026,8272.59,EUR,"Garza, Barker and Maddox",2002,booked
ERP-301993,,06-04-2026,18975.29,EUR,Mckinney-Cooper,2002,booked
ERP-301994,REF-412551,26-03-2026,2668.5,USD,Mann Group,2002,booked
ERP-301995,REF-820650,04-03-2026,21733.37,GBP,Smith-Gaines,4010,booked
ERP-301996,REF-686864,23-02-2026,16941.64,USD,Dickson-Gutierrez,4010,booked
ERP-301997,REF-715527,27-01-2026,2936.26,USD,Jones Group,2002,booked
ERP-301998,REF-986743,27-02-2026,16039.95,EUR,"George, Lewis and Mitchell",4010,booked
ERP-301999,REF-618689,21-01-2026,23244.61,USD,Pierce Inc,3050,booked
ERP-302000,,15-01-2026,10149.03,GBP,Price PLC,2002,booked
ERP-302001,,25-01-2026,4365.07,USD,"Howard, Russo and Smith",3050,booked
ERP-302002,REF-996684,28-01-2026,21999.82,GBP,Hamilton-Bautista,3050,booked
ERP-302003,REF-458131,11-04-2026,3204.94,GBP,Nguyen-Roberts,4010,booked
ERP-302004,REF-451106,13-03-2026,24165.42,GBP,Smith and Sons,4010,booked
ERP-302005,REF-855018,25-03-2026,9638.82,USD,"Ball, Henderson and Caldwell",4010,booked
ERP-302006,REF-796276,27-03-2026,15287.49,GBP,Anderson-Parks,2002,booked
ERP-302007,REF-573566,23-02-2026,21139.47,EUR,Harvey Inc,3050,booked
ERP-302008,REF-668129,12-04-2026,21234.15,GBP,"Garcia, Mercado and West",4010,booked
ERP-302009,REF-861142,21-02-2026,6724.46,USD,Brown and Sons,3050,booked
ERP-302010,REF-954175,27-03-2026,16422.31,GBP,Randall-Kerr,2001,booked
ERP-302011,REF-985250,10-03-2026,18052.7,USD,Morris Inc,2002,booked
ERP-302012,REF-893554,30-04-2026,23653.59,GBP,"Snow, Rodgers and Miller",4010,booked
ERP-302013,REF-143608,10-03-2026,882.58,GBP,Skinner Ltd,4010,booked
ERP-302014,REF-118299,21-01-2026,10729.54,USD,Fletcher-Pruitt,3050,booked
ERP-302015,REF-527859,17-03-2026,12272.33,EUR,Maxwell-Shepherd,4010,booked
ERP-302016,REF-882514,05-03-2026,22359.28,GBP,"Bryant, Harrison and Carter",4010,booked
ERP-302017,REF-633086,10-04-2026,3216.3,EUR,Garcia and Sons,2001,booked
ERP-302018,REF-158296,27-03-2026,1046.11,USD,Gomez-Cardenas,2002,booked
ERP-302019,REF-733741,12-03-2026,20511.52,GBP,King LLC,3050,booked
ERP-302020,,15-02-2026,16377.28,GBP,Bryant LLC,2002,booked
ERP-302021,REF-816430,04-04-2026,7855.0,EUR,Hamilton-Bautista,3050,booked
ERP-302022,REF-971836,10-04-2026,22409.41,USD,Juarez-Jones,2002,booked
ERP-302023,REF-314463,27-03-2026,10201.49,USD,Richards-Johnson,3050,booked
ERP-302024,REF-333268,16-01-2026,13992.03,GBP,"Martinez, Joseph and Simmons",2002,booked
ERP-302025,,28-04-2026,19086.9,USD,"Pena, Jones and Sanchez",4010,booked
ERP-302026,REF-774662,18-03-2026,12232.86,EUR,Anderson Inc,3050,booked
ERP-302027,REF-339997,10-02-2026,17457.89,USD,Newman-Thomas,3050,booked
ERP-302028,,10-02-2026,23708.27,USD,Reynolds-Harris,4010,booked
ERP-302029,,19-03-2026,18778.89,GBP,"Garza, Barker and Maddox",3050,booked
ERP-302030,REF-821578,26-01-2026,18670.19,EUR,"Bell, Pollard and Berry",3050,booked
ERP-302031,REF-656233,20-04-2026,21592.8,EUR,Allen Ltd,4010,booked
ERP-302032,REF-538269,03-03-2026,14510.64,EUR,Davis Group,2001,booked
ERP-302033,REF-740375,12-04-2026,14280.67,USD,Phillips-Wyatt,2002,booked
ERP-302034,REF-626175,27-04-2026,17137.95,EUR,Smith-Abbott,2002,booked
ERP-302035,REF-552033,20-01-2026,724.05,USD,Banks-Savage,2001,booked
ERP-302036,REF-649987,08-01-2026,4887.61,GBP,Johnson-Ruiz,2002,booked
ERP-302037,,23-01-2026,21279.68,GBP,Robinson and Sons,4010,booked
ERP-302038,REF-906866,07-03-2026,3963.49,EUR,Contreras LLC,2002,booked
ERP-302039,REF-812834,20-04-2026,6371.82,GBP,Mann Group,3050,booked
ERP-302040,REF-886568,07-02-2026,20931.22,EUR,Gonzalez-Pennington,4010,booked
ERP-302041,REF-145885,06-04-2026,2017.98,EUR,Kirk-Henson,2001,booked
ERP-302042,REF-960511,25-04-2026,22727.63,GBP,Wagner Ltd,2002,booked
ERP-302043,REF-286331,08-01-2026,22731.71,EUR,Mitchell-Byrd,2002,booked
ERP-302044,REF-355729,22-01-2026,15423.21,EUR,"Murphy, Jordan and Whitney",2001,booked
ERP-302045,REF-702837,28-02-2026,12502.91,USD,Howard LLC,2002,booked
ERP-302046,REF-216038,18-01-2026,1212.78,GBP,Beard-Cooper,2002,booked
ERP-302047,REF-729968,30-01-2026,6981.97,GBP,Cooper Ltd,2002,booked
ERP-302048,REF-149569,07-02-2026,14039.82,GBP,"Molina, Wells and Bright",2001,booked
ERP-302049,REF-771681,22-02-2026,4797.16,USD,Pena Inc,3050,booked
ERP-302050,REF-210947,26-03-2026,23435.41,GBP,Garcia and Sons,4010,booked
ERP-302051,REF-825420,14-01-2026,14320.39,USD,"George, Lewis and Mitchell",4010,booked
ERP-302052,REF-408041,03-03-2026,8255.61,EUR,Ingram PLC,2001,booked
ERP-302053,REF-557552,25-01-2026,13969.26,GBP,Joseph Group,2001,booked
ERP-302054,REF-562586,03-03-2026,3439.89,GBP,Harvey Inc,2002,booked
ERP-302055,,09-01-2026,6559.08,GBP,Griffin Inc,3050,booked
ERP-302056,REF-590721,18-04-2026,4725.45,GBP,Walters LLC,4010,booked
ERP-302057,REF-717048,08-04-2026,21408.94,USD,Jones-Graham,2001,booked
ERP-302058,REF-820547,09-04-2026,19500.39,USD,Walters PLC,4010,booked
ERP-302059,REF-770173,21-03-2026,24160.24,EUR,Fitzgerald-Watson,2001,booked
ERP-302060,REF-342849,24-01-2026,9695.46,GBP,Jacobs PLC,4010,booked
ERP-302061,REF-250544,12-03-2026,17363.62,GBP,Smith and Sons,3050,booked
ERP-302062,REF-485781,23-04-2026,16942.75,GBP,Charles-Butler,2001,booked
ERP-302063,,07-04-2026,12338.92,USD,Perez-Neal,2002,booked
ERP-302064,REF-543347,04-04-2026,19361.28,USD,Flynn-Matthews,4010,booked
ERP-302065,REF-493041,25-04-2026,14403.69,GBP,Schneider Ltd,2002,booked
ERP-302066,REF-162744,27-04-2026,23869.87,EUR,Smith and Sons,2002,booked
ERP-302067,REF-403537,02-03-2026,17875.02,USD,Kelly-Murphy,4010,booked
ERP-302068,REF-603627,19-01-2026,21171.89,EUR,"Howell, Hart and Swanson",4010,booked
ERP-302069,REF-408396,30-03-2026,3953.17,GBP,"Murphy, Jordan and Whitney",2001,booked
ERP-302070,REF-434042,09-01-2026,9921.76,USD,"Edwards, Anderson and Taylor",2001,booked
ERP-302071,REF-827402,20-02-2026,17059.28,EUR,Holmes and Sons,2002,booked
ERP-302072,REF-953478,15-04-2026,3889.35,GBP,Nguyen-White,4010,booked
ERP-302073,REF-334528,12-02-2026,24446.47,EUR,Mann Group,4010,booked
ERP-302074,REF-913450,18-02-2026,5628.17,USD,Orozco Ltd,3050,booked
ERP-302075,REF-264038,16-02-2026,16648.21,EUR,"Garza, Barker and Maddox",3050,booked
ERP-302076,REF-518557,22-04-2026,14043.88,GBP,Contreras LLC,3050,booked
ERP-302077,REF-646289,02-03-2026,1912.02,GBP,Walters PLC,4010,booked
ERP-302078,REF-381903,26-01-2026,10592.18,USD,Reynolds-Harris,3050,booked
ERP-302079,REF-809369,05-04-2026,22576.12,EUR,Reynolds LLC,3050,booked
ERP-302080,REF-242354,14-04-2026,13856.24,GBP,Barrera Group,2001,booked
ERP-302081,REF-327153,25-01-2026,13673.99,EUR,"Johnson, Harrison and Thomas",4010,booked
ERP-302082,REF-293334,23-03-2026,20263.71,GBP,"Bates, Diaz and Lowe",4010,booked
ERP-302083,REF-220326,06-03-2026,20740.76,EUR,"Dorsey, Patterson and Harrison",3050,booked
ERP-302084,REF-706837,01-01-2026,14980.49,USD,"Collins, Gardner and Shaw",4010,booked
ERP-302085,,28-01-2026,21269.25,GBP,Li-Martinez,4010,booked
ERP-302086,REF-438650,23-04-2026,3625.6,GBP,Randall-Kerr,2002,booked
ERP-302087,REF-980575,15-04-2026,16745.79,GBP,"Snow, Rodgers and Miller",3050,booked
ERP-302088,REF-656165,07-03-2026,21013.97,GBP,Davis PLC,4010,booked
ERP-302089,REF-534443,31-01-2026,10903.89,USD,"Cox, Fernandez and Baker",2001,booked
ERP-302090,REF-192201,03-01-2026,4045.96,USD,Hickman-Walter,3050,booked
ERP-302091,REF-979691,23-04-2026,16681.98,EUR,Smith-Abbott,2001,booked
ERP-302092,REF-369491,06-04-2026,22213.68,EUR,"Salinas, Barnes and Cooper",2002,booked
ERP-302093,REF-591546,27-02-2026,9872.16,USD,Prince-Martinez,2002,booked
ERP-302094,REF-901296,24-04-2026,3369.96,USD,Smith-Ortiz,2001,booked
ERP-302095,REF-552959,09-02-2026,23393.73,EUR,"Graham, Ferguson and Hill",2002,booked
ERP-302096,REF-889385,27-02-2026,9228.44,GBP,Todd-Oconnor,3050,booked
ERP-302097,REF-797475,02-04-2026,7779.4,USD,Gonzalez Inc,4010,booked
ERP-302098,REF-702083,22-04-2026,18663.65,USD,Hernandez-Diaz,2001,booked
ERP-302099,REF-618341,28-01-2026,2207.43,EUR,Jones-Turner,2002,booked
ERP-302100,REF-927320,03-01-2026,532.62,GBP,"Pineda, Travis and Jones",2001,booked
ERP-302101,REF-833253,14-03-2026,6352.62,GBP,Allen Group,2002,booked
ERP-302102,REF-855704,23-04-2026,12107.18,GBP,Bowman LLC,4010,booked
ERP-302103,REF-784232,24-01-2026,3903.33,EUR,Cooper Ltd,3050,booked
ERP-302104,REF-973439,13-04-2026,22582.43,USD,Bauer Inc,2002,booked
ERP-302105,REF-792439,11-01-2026,21689.6,USD,"Howard, Russo and Smith",2001,booked
ERP-302106,REF-341448,09-04-2026,11500.1,USD,Zimmerman and Sons,3050,booked
ERP-302107,REF-316929,04-03-2026,8164.97,EUR,Wagner Ltd,4010,booked
ERP-302108,REF-811384,06-04-2026,6719.04,GBP,Kirk-Henson,3050,booked
ERP-302109,REF-433828,16-03-2026,6410.27,GBP,"Bates, Diaz and Lowe",2001,booked
ERP-302110,REF-159230,03-02-2026,8983.61,USD,"Collins, Gardner and Shaw",4010,booked
ERP-302111,REF-535804,19-03-2026,18721.9,GBP,Zimmerman Group,2001,booked
ERP-302112,REF-902767,19-03-2026,11868.23,USD,Arnold-Beck,2001,booked
ERP-302113,REF-699710,07-03-2026,5323.32,USD,"Ball, Henderson and Caldwell",2001,booked
ERP-302114,REF-857526,09-01-2026,13169.36,USD,Dudley Ltd,3050,booked
ERP-302115,REF-558415,22-04-2026,13920.39,GBP,Thornton and Sons,4010,booked
ERP-302116,,14-02-2026,2619.16,GBP,Maxwell-Shepherd,2002,booked
ERP-302117,REF-110284,08-04-2026,22424.23,USD,"Nelson, Bowers and Cooper",3050,booked
ERP-302118,REF-655514,10-02-2026,13584.84,GBP,Green Ltd,4010,booked
ERP-302119,REF-899847,19-02-2026,9438.77,EUR,"Thompson, Cooper and Young",4010,booked
ERP-302120,REF-746060,15-01-2026,22998.94,USD,"Ward, Garcia and Henry",3050,booked
ERP-302121,REF-596226,02-02-2026,241.61,GBP,"Malone, Bell and Bryant",3050,booked
ERP-302122,REF-560412,12-01-2026,14525.49,GBP,Gardner Inc,3050,booked
ERP-302123,REF-762435,13-04-2026,11330.77,USD,Reynolds-Harris,2002,booked
ERP-302124,REF-333056,19-01-2026,10978.74,USD,Rose-Gonzales,2002,booked
ERP-302125,REF-162637,28-04-2026,20354.04,USD,Peters-Ward,3050,booked
ERP-302126,REF-231790,22-02-2026,7590.35,USD,Zimmerman and Sons,3050,booked
ERP-302127,REF-961047,30-04-2026,15322.99,EUR,Davis PLC,3050,booked
ERP-302128,REF-916072,19-01-2026,15831.53,GBP,Mccoy Ltd,4010,booked
ERP-302129,REF-697041,26-03-2026,10312.58,GBP,Cooper PLC,4010,booked
ERP-302130,REF-185658,29-03-2026,3948.02,GBP,Thornton and Sons,2001,booked
ERP-302131,REF-170975,16-01-2026,18452.46,EUR,Cooper PLC,3050,booked
ERP-302132,,08-04-2026,203.47,EUR,Brady-Ford,4010,booked
ERP-302133,REF-936243,11-01-2026,18525.48,USD,Mitchell-Byrd,2002,booked
ERP-302134,REF-571644,29-01-2026,12100.54,GBP,"Rogers, Anderson and Campos",4010,booked
ERP-302135,REF-654887,17-04-2026,17220.03,GBP,Hamilton-Bautista,4010,booked
ERP-302136,REF-489434,03-03-2026,1172.05,EUR,Moore LLC,3050,booked
ERP-302137,REF-744717,25-03-2026,1001.5,EUR,"Bryant, Harrison and Carter",2002,booked
ERP-302138,REF-219685,06-02-2026,1185.46,USD,Smith Ltd,2001,booked
ERP-302139,REF-500982,22-03-2026,2172.61,GBP,Johnson-Ruiz,4010,booked
ERP-302140,REF-782431,29-04-2026,602.02,GBP,"Bates, Diaz and Lowe",4010,booked
ERP-302141,REF-441004,16-02-2026,3524.11,USD,Wilson Ltd,2002,booked
ERP-302142,REF-136559,04-04-2026,16788.06,USD,Reynolds LLC,4010,booked
ERP-302143,REF-707701,14-03-2026,2759.5,EUR,Flynn-Matthews,2001,booked
ERP-302144,REF-498173,07-02-2026,5764.82,GBP,Prince-Martinez,2002,booked
ERP-302145,REF-233411,14-01-2026,21655.38,USD,Dickson-Gutierrez,3050,booked
ERP-302146,REF-630172,24-03-2026,952.19,USD,Randall-Kerr,2001,booked
ERP-302147,REF-537667,12-01-2026,6644.77,EUR,Howe and Sons,3050,booked
ERP-302148,REF-791913,12-01-2026,18216.8,EUR,"Rollins, Charles and Black",2002,booked
ERP-302149,REF-723094,01-02-2026,20269.35,USD,Crawford Ltd,3050,booked
ERP-302150,REF-229996,30-03-2026,109.96,USD,Perez-Neal,2001,booked
ERP-302151,REF-983389,10-01-2026,21580.64,EUR,Hammond Ltd,3050,booked
ERP-302152,REF-113887,31-03-2026,16189.59,GBP,Anderson-Parks,4010,booked
ERP-302153,REF-529314,20-01-2026,3979.97,USD,Jenkins-Henderson,4010,booked
ERP-302154,REF-403592,15-03-2026,18820.26,GBP,Contreras LLC,3050,booked
ERP-302155,REF-820104,27-04-2026,17740.19,GBP,Dickson-Padilla,4010,booked
ERP-302156,REF-417096,01-02-2026,11268.36,USD,"Wilson, Robertson and Gonzalez",2001,booked
ERP-302157,REF-161154,10-03-2026,3959.05,EUR,Ramsey-Caldwell,2001,booked
ERP-302158,REF-190792,14-04-2026,9003.0,USD,"Hansen, Herrera and Taylor",2002,booked
ERP-302159,REF-250524,14-04-2026,10274.69,GBP,Bryant LLC,4010,booked
ERP-302160,,13-02-2026,24042.63,USD,Brown and Sons,4010,booked
ERP-302161,REF-514879,09-03-2026,16073.12,USD,Best Inc,2002,booked
ERP-302162,REF-394202,11-01-2026,1371.57,GBP,Allen-Taylor,3050,booked
ERP-302163,REF-785010,25-04-2026,12323.63,GBP,Thompson-Washington,2002,booked
ERP-302164,REF-811984,27-03-2026,4343.7,GBP,Allen-Taylor,4010,booked
ERP-302165,REF-672604,28-02-2026,19690.61,EUR,Allen Inc,3050,booked
ERP-302166,REF-117897,24-03-2026,9002.91,GBP,Johnson-Ruiz,2001,booked
ERP-302167,,22-03-2026,11108.92,USD,Smith-Abbott,2001,booked
ERP-302168,REF-748110,12-01-2026,2107.82,EUR,"Savage, Garcia and Robinson",4010,booked
ERP-302169,REF-978580,21-02-2026,18587.45,USD,Pennington PLC,3050,booked
ERP-302170,REF-130242,16-02-2026,1178.87,USD,Brown Ltd,3050,booked
ERP-302171,REF-290965,16-02-2026,2198.53,EUR,"Johnson, Meyer and Hanna",2002,booked
ERP-302172,REF-565352,26-02-2026,24172.37,EUR,Hays-Dalton,2001,booked
ERP-302173,REF-837296,21-03-2026,7914.81,EUR,Pena Inc,3050,booked
ERP-302174,REF-420186,16-02-2026,17550.43,GBP,Todd-Oconnor,3050,booked
ERP-302175,REF-468976,11-03-2026,7773.88,EUR,Johnson Inc,2002,booked
ERP-302176,REF-194869,20-04-2026,11312.07,GBP,Mann Group,2001,booked
ERP-302177,REF-997358,07-02-2026,1614.69,USD,Washington-West,2002,booked
ERP-302178,REF-228035,18-04-2026,7591.35,GBP,"Adams, Rodriguez and Walker",3050,booked
ERP-302179,REF-636046,24-02-2026,3179.24,USD,Rose-Gonzales,2001,booked
ERP-302180,REF-369610,24-02-2026,21141.39,EUR,Johnson-Newton,2002,booked
ERP-302181,REF-334635,30-04-2026,11908.23,GBP,Hawkins-Saunders,4010,booked
ERP-302182,REF-884011,27-02-2026,14425.65,GBP,Jimenez-Bradley,3050,booked
ERP-302183,REF-553004,01-02-2026,17560.81,EUR,Allen Ltd,3050,booked
ERP-302184,REF-596782,28-01-2026,1243.32,USD,Randall-Kerr,3050,booked
ERP-302185,REF-698230,28-04-2026,836.92,EUR,Reynolds-Torres,4010,booked
