transaction_id,payout_batch_id,reference,date,amount,currency,payee,description,source_status
TXN-101958,BATCH-1078,REF-597341,2026-03-13,13314.58,GBP,Randall-Kerr,Vendor payout,approved
TXN-101959,BATCH-1078,REF-955194,2026-04-25,4106.14,EUR,"Savage, Garcia and Robinson",Vendor payout,approved
TXN-101960,BATCH-1078,REF-895655,2026-04-03,14648.77,USD,Mccoy Ltd,Vendor payout,approved
TXN-101961,BATCH-1078,REF-509394,2026-05-01,20765.14,EUR,"Malone, Bell and Bryant",Vendor payout,approved
TXN-101962,BATCH-1078,REF-535790,2026-01-23,6404.26,GBP,"Curtis, Turner and Soto",Vendor payout,approved
TXN-101963,BATCH-1078,REF-384054,2026-01-27,18511.41,GBP,Wong PLC,Vendor payout,approved
TXN-101964,BATCH-1078,REF-349180,2026-02-18,4511.3,GBP,Mcclain-Jensen,Vendor payout,approved
TXN-101965,BATCH-1078,REF-281958,2026-02-26,4471.38,GBP,Colon Group,Vendor payout,approved
TXN-101966,BATCH-1078,REF-654730,2026-04-13,6545.74,GBP,"Howard, Lynch and Morris",Vendor payout,approved
TXN-101967,BATCH-1078,REF-350202,2026-04-26,3529.34,EUR,Mcclain-Jensen,Vendor payout,approved
TXN-101968,BATCH-1078,REF-723832,2026-04-14,2877.94,USD,"Lewis, Joyce and Robertson",Vendor payout,approved
TXN-101969,BATCH-1078,REF-466997,2026-01-11,10632.9,EUR,Robinson and Sons,Vendor payout,approved
TXN-101970,BATCH-1078,REF-927538,2026-02-23,4147.31,GBP,Morris Inc,Vendor payout,approved
TXN-101971,BATCH-1078,REF-499220,2026-04-08,21265.41,GBP,Spears-Beck,Vendor payout,approved
TXN-101972,BATCH-1078,REF-358674,2026-01-22,16049.92,USD,Rogers Inc,Vendor payout,approved
TXN-101973,BATCH-1078,REF-721840,2026-01-22,22387.39,EUR,"Ward, Garcia and Henry",Vendor payout,approved
TXN-101974,BATCH-1078,REF-385835,2026-03-19,1033.02,GBP,Hunt PLC,Vendor payout,approved
TXN-101975,BATCH-1079,REF-115810,2026-04-02,15483.83,EUR,"Nguyen, Williams and Smith",Vendor payout,approved
TXN-101976,BATCH-1079,REF-787236,2026-04-18,16590.56,EUR,Todd-Oconnor,Vendor payout,approved
TXN-101977,BATCH-1079,REF-356032,2026-03-24,6029.06,USD,Jones-Graham,Vendor payout,approved
TXN-101978,BATCH-1079,REF-886339,2026-04-04,14014.27,GBP,"Howell, Hart and Swanson",Vendor payout,approved
TXN-101979,BATCH-1079,REF-387048,2026-03-21,14734.99,GBP,Bryant LLC,Vendor payout,approved
TXN-101980,BATCH-1079,REF-558916,2026-01-05,16627.72,EUR,Allen Inc,Vendor payout,approved
TXN-101981,BATCH-1079,REF-839699,2026-02-18,16900.98,GBP,"Berry, Rios and Marshall",Vendor payout,approved
TXN-101982,BATCH-1079,REF-652819,2026-01-09,5132.22,EUR,"Hernandez, Greer and Jackson",Vendor payout,approved
TXN-101983,BATCH-1079,REF-312160,2026-02-01,12037.05,EUR,Gordon-Roberts,Vendor payout,approved
TXN-101984,BATCH-1079,REF-333327,2026-01-12,16932.66,GBP,Mullins-Cabrera,Vendor payout,approved
TXN-101985,BATCH-1079,REF-536247,2026-04-20,19583.48,EUR,"Johnson, Meyer and Hanna",Vendor payout,approved
TXN-101986,BATCH-1079,REF-152976,2026-01-14,5071.01,GBP,Anderson Inc,Vendor payout,approved
TXN-101987,BATCH-1079,REF-452700,2026-02-10,7800.37,GBP,Lawrence-Lee,Vendor payout,approved
TXN-101988,BATCH-1079,REF-631675,2026-04-15,18665.09,EUR,Wong PLC,Vendor payout,approved
TXN-101989,BATCH-1079,REF-443085,2026-03-14,14588.73,USD,"Moss, Atkins and Daniels",Vendor payout,approved
TXN-101990,BATCH-1079,REF-188743,2026-03-19,13436.9,GBP,Walters LLC,Vendor payout,approved
TXN-101991,BATCH-1079,REF-553570,2026-02-08,7856.34,EUR,Bowman LLC,Vendor payout,approved
TXN-101992,BATCH-1079,REF-172484,2026-04-11,8272.59,EUR,"Garza, Barker and Maddox",Vendor payout,approved
TXN-101993,BATCH-1079,REF-234401,2026-04-06,18975.29,EUR,Mckinney-Cooper,Vendor payout,approved
TXN-101994,BATCH-1079,REF-412551,2026-03-26,2668.5,USD,Mann Group,Vendor payout,approved
TXN-101995,BATCH-1079,REF-820650,2026-03-04,21733.37,GBP,Smith-Gaines,Vendor payout,approved
TXN-101996,BATCH-1079,REF-686864,2026-02-23,16941.64,USD,Dickson-Gutierrez,Vendor payout,approved
TXN-101997,BATCH-1079,REF-715527,2026-01-27,2936.26,USD,Jones Group,Vendor payout,approved
TXN-101998,BATCH-1079,REF-986743,2026-02-27,16039.95,EUR,"George, Lewis and Mitchell",Vendor payout,approved
TXN-101999,BATCH-1079,REF-618689,2026-01-21,23244.61,USD,Pierce Inc,Vendor payout,approved
TXN-102000,BATCH-1080,REF-611555,2026-01-15,10149.03,GBP,Price PLC,Vendor payout,approved
TXN-102001,BATCH-1080,REF-465216,2026-01-25,4365.07,USD,"Howard, Russo and Smith",Vendor payout,approved
TXN-102002,BATCH-1080,REF-996684,2026-01-28,21999.82,GBP,Hamilton-Bautista,Vendor payout,approved
TXN-102003,BATCH-1080,REF-458131,2026-04-11,3204.94,GBP,Nguyen-Roberts,Vendor payout,approved
TXN-102004,BATCH-1080,REF-451106,2026-03-13,24165.42,GBP,Smith and Sons,Vendor payout,approved
TXN-102005,BATCH-1080,REF-855018,2026-03-25,9638.82,USD,"Ball, Henderson and Caldwell",Vendor payout,approved
TXN-102006,BATCH-1080,REF-796276,2026-03-27,15287.49,GBP,Anderson-Parks,Vendor payout,approved
TXN-102007,BATCH-1080,REF-573566,2026-02-23,21139.47,EUR,Harvey Inc,Vendor payout,approved
TXN-102008,BATCH-1080,REF-668129,2026-04-12,21234.15,GBP,"Garcia, Mercado and West",Vendor payout,approved
TXN-102009,BATCH-1080,REF-861142,2026-02-21,6724.46,USD,Brown and Sons,Vendor payout,approved
TXN-102010,BATCH-1080,REF-954175,2026-03-27,16422.31,GBP,Randall-Kerr,Vendor payout,approved
TXN-102011,BATCH-1080,REF-985250,2026-03-10,18052.7,USD,Morris Inc,Vendor payout,approved
TXN-102012,BATCH-1080,REF-893554,2026-04-30,23653.59,GBP,"Snow, Rodgers and Miller",Vendor payout,approved
TXN-102013,BATCH-1080,REF-143608,2026-03-10,882.58,GBP,Skinner Ltd,Vendor payout,approved
TXN-102014,BATCH-1080,REF-118299,2026-01-21,10729.54,USD,Fletcher-Pruitt,Vendor payout,approved
TXN-102015,BATCH-1080,REF-527859,2026-03-17,12272.33,EUR,Maxwell-Shepherd,Vendor payout,approved
TXN-102016,BATCH-1080,REF-882514,2026-03-05,22359.28,GBP,"Bryant, Harrison and Carter",Vendor payout,approved
TXN-102017,BATCH-1080,REF-633086,2026-04-10,3216.3,EUR,Garcia and Sons,Vendor payout,approved
TXN-102018,BATCH-1080,REF-158296,2026-03-27,1046.11,USD,Gomez-Cardenas,Vendor payout,approved
TXN-102019,BATCH-1080,REF-733741,2026-03-12,20511.52,GBP,King LLC,Vendor payout,approved
TXN-102020,BATCH-1080,REF-760874,2026-02-15,16377.28,GBP,Bryant LLC,Vendor payout,approved
TXN-102021,BATCH-1080,REF-816430,2026-04-04,7855.0,EUR,Hamilton-Bautista,Vendor payout,approved
TXN-102022,BATCH-1080,REF-971836,2026-04-10,22409.41,USD,Juarez-Jones,Vendor payout,approved
TXN-102023,BATCH-1080,REF-314463,2026-03-27,10201.49,USD,Richards-Johnson,Vendor payout,approved
TXN-102024,BATCH-1080,REF-333268,2026-01-16,13992.03,GBP,"Martinez, Joseph and Simmons",Vendor payout,approved
TXN-102025,BATCH-1081,REF-263667,2026-04-28,19086.9,USD,"Pena, Jones and Sanchez",Vendor payout,approved
TXN-102026,BATCH-1081,REF-774662,2026-03-18,12232.86,EUR,Anderson Inc,Vendor payout,approved
TXN-102027,BATCH-1081,REF-339997,2026-02-10,17457.89,USD,Newman-Thomas,Vendor payout,approved
TXN-102028,BATCH-1081,REF-871556,2026-02-10,23708.27,USD,Reynolds-Harris,Vendor payout,approved
TXN-102029,BATCH-1081,REF-671050,2026-03-19,18778.89,GBP,"Garza, Barker and Maddox",Vendor payout,approved
TXN-102030,BATCH-1081,REF-821578,2026-01-26,18670.19,EUR,"Bell, Pollard and Berry",Vendor payout,approved
TXN-102031,BATCH-1081,REF-656233,2026-04-20,21592.8,EUR,Allen Ltd,Vendor payout,approved
TXN-102032,BATCH-1081,REF-538269,2026-03-03,14510.64,EUR,Davis Group,Vendor payout,approved
TXN-102033,BATCH-1081,REF-740375,2026-04-12,14280.67,USD,Phillips-Wyatt,Vendor payout,approved
TXN-102034,BATCH-1081,REF-626175,2026-04-27,17137.95,EUR,Smith-Abbott,Vendor payout,approved
TXN-102035,BATCH-1081,REF-552033,2026-01-20,724.05,USD,Banks-Savage,Vendor payout,approved
TXN-102036,BATCH-1081,REF-649987,2026-01-08,4887.61,GBP,Johnson-Ruiz,Vendor payout,approved
TXN-102037,BATCH-1081,REF-645957,2026-01-23,21279.68,GBP,Robinson and Sons,Vendor payout,approved
TXN-102038,BATCH-1081,REF-906866,2026-03-07,3963.49,EUR,Contreras LLC,Vendor payout,approved
TXN-102039,BATCH-1081,REF-812834,2026-04-20,6371.82,GBP,Mann Group,Vendor payout,approved
TXN-102040,BATCH-1081,REF-886568,2026-02-07,20931.22,EUR,Gonzalez-Pennington,Vendor payout,approved
TXN-102041,BATCH-1081,REF-145885,2026-04-06,2017.98,EUR,Kirk-Henson,Vendor payout,approved
TXN-102042,BATCH-1081,REF-960511,2026-04-25,22727.63,GBP,Wagner Ltd,Vendor payout,approved
TXN-102043,BATCH-1081,REF-286331,2026-01-08,22731.71,EUR,Mitchell-Byrd,Vendor payout,approved
TXN-102044,BATCH-1081,REF-355729,2026-01-22,15423.21,EUR,"Murphy, Jordan and Whitney",Vendor payout,approved
TXN-102045,BATCH-1081,REF-702837,2026-02-28,12502.91,USD,Howard LLC,Vendor payout,approved
TXN-102046,BATCH-1081,REF-216038,2026-01-18,1212.78,GBP,Beard-Cooper,Vendor payout,approved
TXN-102047,BATCH-1081,REF-729968,2026-01-30,6981.97,GBP,Cooper Ltd,Vendor payout,approved
TXN-102048,BATCH-1081,REF-149569,2026-02-07,14039.82,GBP,"Molina, Wells and Bright",Vendor payout,approved
TXN-102049,BATCH-1081,REF-771681,2026-02-22,4797.16,USD,Pena Inc,Vendor payout,approved
TXN-102050,BATCH-1082,REF-210947,2026-03-26,23435.41,GBP,Garcia and Sons,Vendor payout,approved
TXN-102051,BATCH-1082,REF-825420,2026-01-14,14320.39,USD,"George, Lewis and Mitchell",Vendor payout,approved
TXN-102052,BATCH-1082,REF-408041,2026-03-03,8255.61,EUR,Ingram PLC,Vendor payout,approved
TXN-102053,BATCH-1082,REF-557552,2026-01-25,13969.26,GBP,Joseph Group,Vendor payout,approved
TXN-102054,BATCH-1082,REF-562586,2026-03-03,3439.89,GBP,Harvey Inc,Vendor payout,approved
TXN-102055,BATCH-1082,REF-360564,2026-01-09,6559.08,GBP,Griffin Inc,Vendor payout,approved
TXN-102056,BATCH-1082,REF-590721,2026-04-18,4725.45,GBP,Walters LLC,Vendor payout,approved
TXN-102057,BATCH-1082,REF-717048,2026-04-08,21408.94,USD,Jones-Graham,Vendor payout,approved
TXN-102058,BATCH-1082,REF-820547,2026-04-09,19500.39,USD,Walters PLC,Vendor payout,approved
TXN-102059,BATCH-1082,REF-770173,2026-03-21,24160.24,EUR,Fitzgerald-Watson,Vendor payout,approved
TXN-102060,BATCH-1082,REF-342849,2026-01-24,9695.46,GBP,Jacobs PLC,Vendor payout,approved
TXN-102061,BATCH-1082,REF-250544,2026-03-12,17363.62,GBP,Smith and Sons,Vendor payout,approved
TXN-102062,BATCH-1082,REF-485781,2026-04-23,16942.75,GBP,Charles-Butler,Vendor payout,approved
TXN-102063,BATCH-1082,REF-752480,2026-04-07,12338.92,USD,Perez-Neal,Vendor payout,approved
TXN-102064,BATCH-1082,REF-543347,2026-04-04,19361.28,USD,Flynn-Matthews,Vendor payout,approved
TXN-102065,BATCH-1082,REF-493041,2026-04-25,14403.69,GBP,Schneider Ltd,Vendor payout,approved
TXN-102066,BATCH-1082,REF-162744,2026-04-27,23869.87,EUR,Smith and Sons,Vendor payout,approved
TXN-102067,BATCH-1082,REF-403537,2026-03-02,17875.02,USD,Kelly-Murphy,Vendor payout,approved
TXN-102068,BATCH-1082,REF-603627,2026-01-19,21171.89,EUR,"Howell, Hart and Swanson",Vendor payout,approved
TXN-102069,BATCH-1082,REF-408396,2026-03-30,3953.17,GBP,"Murphy, Jordan and Whitney",Vendor payout,approved
TXN-102070,BATCH-1082,REF-434042,2026-01-09,9921.76,USD,"Edwards, Anderson and Taylor",Vendor payout,approved
TXN-102071,BATCH-1082,REF-827402,2026-02-20,17059.28,EUR,Holmes and Sons,Vendor payout,approved
TXN-102072,BATCH-1082,REF-953478,2026-04-15,3889.35,GBP,Nguyen-White,Vendor payout,approved
TXN-102073,BATCH-1082,REF-334528,2026-02-12,24446.47,EUR,Mann Group,Vendor payout,approved
TXN-102074,BATCH-1082,REF-913450,2026-02-18,5628.17,USD,Orozco Ltd,Vendor payout,approved
TXN-102075,BATCH-1083,REF-264038,2026-02-16,16648.21,EUR,"Garza, Barker and Maddox",Vendor payout,approved
TXN-102076,BATCH-1083,REF-518557,2026-04-22,14043.88,GBP,Contreras LLC,Vendor payout,approved
TXN-102077,BATCH-1083,REF-646289,2026-03-02,1912.02,GBP,Walters PLC,Vendor payout,approved
TXN-102078,BATCH-1083,REF-381903,2026-01-26,10592.18,USD,Reynolds-Harris,Vendor payout,approved
TXN-102079,BATCH-1083,REF-809369,2026-04-05,22576.12,EUR,Reynolds LLC,Vendor payout,approved
TXN-102080,BATCH-1083,REF-242354,2026-04-14,13856.24,GBP,Barrera Group,Vendor payout,approved
TXN-102081,BATCH-1083,REF-327153,2026-01-25,13673.99,EUR,"Johnson, Harrison and Thomas",Vendor payout,approved
TXN-102082,BATCH-1083,REF-293334,2026-03-23,20263.71,GBP,"Bates, Diaz and Lowe",Vendor payout,approved
TXN-102083,BATCH-1083,REF-220326,2026-03-06,20740.76,EUR,"Dorsey, Patterson and Harrison",Vendor payout,approved
TXN-102084,BATCH-1083,REF-706837,2026-01-01,14980.49,USD,"Collins, Gardner and Shaw",Vendor payout,approved
TXN-102085,BATCH-1083,REF-123802,2026-01-28,21269.25,GBP,Li-Martinez,Vendor payout,approved
TXN-102086,BATCH-1083,REF-438650,2026-04-23,3625.6,GBP,Randall-Kerr,Vendor payout,approved
TXN-102087,BATCH-1083,REF-980575,2026-04-15,16745.79,GBP,"Snow, Rodgers and Miller",Vendor payout,approved
TXN-102088,BATCH-1083,REF-656165,2026-03-07,21013.97,GBP,Davis PLC,Vendor payout,approved
TXN-102089,BATCH-1083,REF-534443,2026-01-31,10903.89,USD,"Cox, Fernandez and Baker",Vendor payout,approved
TXN-102090,BATCH-1083,REF-192201,2026-01-03,4045.96,USD,Hickman-Walter,Vendor payout,approved
TXN-102091,BATCH-1083,REF-979691,2026-04-23,16681.98,EUR,Smith-Abbott,Vendor payout,approved
TXN-102092,BATCH-1083,REF-369491,2026-04-06,22213.68,EUR,"Salinas, Barnes and Cooper",Vendor payout,approved
TXN-102093,BATCH-1083,REF-591546,2026-02-27,9872.16,USD,Prince-Martinez,Vendor payout,approved
TXN-102094,BATCH-1083,REF-901296,2026-04-24,3369.96,USD,Smith-Ortiz,Vendor payout,approved
TXN-102095,BATCH-1083,REF-552959,2026-02-09,23393.73,EUR,"Graham, Ferguson and Hill",Vendor payout,approved
TXN-102096,BATCH-1083,REF-889385,2026-02-27,9228.44,GBP,Todd-Oconnor,Vendor payout,approved
TXN-102097,BATCH-1083,REF-797475,2026-04-02,7779.4,USD,Gonzalez Inc,Vendor payout,approved
TXN-102098,BATCH-1083,REF-702083,2026-04-22,18663.65,USD,Hernandez-Diaz,Vendor payout,approved
TXN-102099,BATCH-1083,REF-618341,2026-01-28,2207.43,EUR,Jones-Turner,Vendor payout,approved
TXN-102100,BATCH-1084,REF-927320,2026-01-03,532.62,GBP,"Pineda, Travis and Jones",Vendor payout,approved
TXN-102101,BATCH-1084,REF-833253,2026-03-14,6352.62,GBP,Allen Group,Vendor payout,approved
TXN-102102,BATCH-1084,REF-855704,2026-04-23,12107.18,GBP,Bowman LLC,Vendor payout,approved
TXN-102103,BATCH-1084,REF-784232,2026-01-24,3903.33,EUR,Cooper Ltd,Vendor payout,approved
TXN-102104,BATCH-1084,REF-973439,2026-04-13,22582.43,USD,Bauer Inc,Vendor payout,approved
TXN-102105,BATCH-1084,REF-792439,2026-01-11,21689.6,USD,"Howard, Russo and Smith",Vendor payout,approved
TXN-102106,BATCH-1084,REF-341448,2026-04-09,11500.1,USD,Zimmerman and Sons,Vendor payout,approved
TXN-102107,BATCH-1084,REF-316929,2026-03-04,8164.97,EUR,Wagner Ltd,Vendor payout,approved
TXN-102108,BATCH-1084,REF-811384,2026-04-06,6719.04,GBP,Kirk-Henson,Vendor payout,approved
TXN-102109,BATCH-1084,REF-433828,2026-03-16,6410.27,GBP,"Bates, Diaz and Lowe",Vendor payout,approved
TXN-102110,BATCH-1084,REF-159230,2026-02-03,8983.61,USD,"Collins, Gardner and Shaw",Vendor payout,approved
TXN-102111,BATCH-1084,REF-535804,2026-03-19,18721.9,GBP,Zimmerman Group,Vendor payout,approved
TXN-102112,BATCH-1084,REF-902767,2026-03-19,11868.23,USD,Arnold-Beck,Vendor payout,approved
TXN-102113,BATCH-1084,REF-699710,2026-03-07,5323.32,USD,"Ball, Henderson and Caldwell",Vendor payout,approved
TXN-102114,BATCH-1084,REF-857526,2026-01-09,13169.36,USD,Dudley Ltd,Vendor payout,approved
TXN-102115,BATCH-1084,REF-558415,2026-04-22,13920.39,GBP,Thornton and Sons,Vendor payout,approved
TXN-102116,BATCH-1084,REF-941828,2026-02-14,2619.16,GBP,Maxwell-Shepherd,Vendor payout,approved
TXN-102117,BATCH-1084,REF-110284,2026-04-08,22424.23,USD,"Nelson, Bowers and Cooper",Vendor payout,approved
TXN-102118,BATCH-1084,REF-655514,2026-02-10,13584.84,GBP,Green Ltd,Vendor payout,approved
TXN-102119,BATCH-1084,REF-899847,2026-02-19,9438.77,EUR,"Thompson, Cooper and Young",Vendor payout,approved
TXN-102120,BATCH-1084,REF-746060,2026-01-15,22998.94,USD,"Ward, Garcia and Henry",Vendor payout,approved
TXN-102121,BATCH-1084,REF-596226,2026-02-02,241.61,GBP,"Malone, Bell and Bryant",Vendor payout,approved
TXN-102122,BATCH-1084,REF-560412,2026-01-12,14525.49,GBP,Gardner Inc,Vendor payout,approved
TXN-102123,BATCH-1084,REF-762435,2026-04-13,11330.77,USD,Reynolds-Harris,Vendor payout,approved
TXN-102124,BATCH-1084,REF-333056,2026-01-19,10978.74,USD,Rose-Gonzales,Vendor payout,approved
TXN-102125,BATCH-1085,REF-162637,2026-04-28,20354.04,USD,Peters-Ward,Vendor payout,approved
TXN-102126,BATCH-1085,REF-231790,2026-02-22,7590.35,USD,Zimmerman and Sons,Vendor payout,approved
TXN-102127,BATCH-1085,REF-961047,2026-04-30,15322.99,EUR,Davis PLC,Vendor payout,approved
TXN-102128,BATCH-1085,REF-916072,2026-01-19,15831.53,GBP,Mccoy Ltd,Vendor payout,approved
TXN-102129,BATCH-1085,REF-697041,2026-03-26,10312.58,GBP,Cooper PLC,Vendor payout,approved
TXN-102130,BATCH-1085,REF-185658,2026-03-29,3948.02,GBP,Thornton and Sons,Vendor payout,approved
TXN-102131,BATCH-1085,REF-170975,2026-01-16,18452.46,EUR,Cooper PLC,Vendor payout,approved
TXN-102132,BATCH-1085,REF-310220,2026-04-08,203.47,EUR,Brady-Ford,Vendor payout,approved
TXN-102133,BATCH-1085,REF-936243,2026-01-11,18525.48,USD,Mitchell-Byrd,Vendor payout,approved
TXN-102134,BATCH-1085,REF-571644,2026-01-29,12100.54,GBP,"Rogers, Anderson and Campos",Vendor payout,approved
TXN-102135,BATCH-1085,REF-654887,2026-04-17,17220.03,GBP,Hamilton-Bautista,Vendor payout,approved
TXN-102136,BATCH-1085,REF-489434,2026-03-03,1172.05,EUR,Moore LLC,Vendor payout,approved
TXN-102137,BATCH-1085,REF-744717,2026-03-25,1001.5,EUR,"Bryant, Harrison and Carter",Vendor payout,approved
TXN-102138,BATCH-1085,REF-219685,2026-02-06,1185.46,USD,Smith Ltd,Vendor payout,approved
TXN-102139,BATCH-1085,REF-500982,2026-03-22,2172.61,GBP,Johnson-Ruiz,Vendor payout,approved
TXN-102140,BATCH-1085,REF-782431,2026-04-29,602.02,GBP,"Bates, Diaz and Lowe",Vendor payout,approved
TXN-102141,BATCH-1085,REF-441004,2026-02-16,3524.11,USD,Wilson Ltd,Vendor payout,approved
TXN-102142,BATCH-1085,REF-136559,2026-04-04,16788.06,USD,Reynolds LLC,Vendor payout,approved
TXN-102143,BATCH-1085,REF-707701,2026-03-14,2759.5,EUR,Flynn-Matthews,Vendor payout,approved
TXN-102144,BATCH-1085,REF-498173,2026-02-07,5764.82,GBP,Prince-Martinez,Vendor payout,approved
TXN-102145,BATCH-1085,REF-233411,2026-01-14,21655.38,USD,Dickson-Gutierrez,Vendor payout,approved
TXN-102146,BATCH-1085,REF-630172,2026-03-24,952.19,USD,Randall-Kerr,Vendor payout,approved
TXN-102147,BATCH-1085,REF-537667,2026-01-12,6644.77,EUR,Howe and Sons,Vendor payout,approved
TXN-102148,BATCH-1085,REF-791913,2026-01-12,18216.8,EUR,"Rollins, Charles and Black",Vendor payout,approved
TXN-102149,BATCH-1085,REF-723094,2026-02-01,20269.35,USD,Crawford Ltd,Vendor payout,approved
TXN-102150,BATCH-1086,REF-229996,2026-03-30,109.96,USD,Perez-Neal,Vendor payout,approved
TXN-102151,BATCH-1086,REF-983389,2026-01-10,21580.64,EUR,Hammond Ltd,Vendor payout,approved
TXN-102152,BATCH-1086,REF-113887,2026-03-31,16189.59,GBP,Anderson-Parks,Vendor payout,approved
TXN-102153,BATCH-1086,REF-529314,2026-01-20,3979.97,USD,Jenkins-Henderson,Vendor payout,approved
TXN-102154,BATCH-1086,REF-403592,2026-03-15,18820.26,GBP,Contreras LLC,Vendor payout,approved
TXN-102155,BATCH-1086,REF-820104,2026-04-27,17740.19,GBP,Dickson-Padilla,Vendor payout,approved
TXN-102156,BATCH-1086,REF-417096,2026-02-01,11268.36,USD,"Wilson, Robertson and Gonzalez",Vendor payout,approved
TXN-102157,BATCH-1086,REF-161154,2026-03-10,3959.05,EUR,Ramsey-Caldwell,Vendor payout,approved
TXN-102158,BATCH-1086,REF-190792,2026-04-14,9003.0,USD,"Hansen, Herrera and Taylor",Vendor payout,approved
TXN-102159,BATCH-1086,REF-250524,2026-04-14,10274.69,GBP,Bryant LLC,Vendor payout,approved
TXN-102160,BATCH-1086,REF-145206,2026-02-13,24042.63,USD,Brown and Sons,Vendor payout,approved
TXN-102161,BATCH-1086,REF-514879,2026-03-09,16073.12,USD,Best Inc,Vendor payout,approved
TXN-102162,BATCH-1086,REF-394202,2026-01-11,1371.57,GBP,Allen-Taylor,Vendor payout,approved
TXN-102163,BATCH-1086,REF-785010,2026-04-25,12323.63,GBP,Thompson-Washington,Vendor payout,approved
TXN-102164,BATCH-1086,REF-811984,2026-03-27,4343.7,GBP,Allen-Taylor,Vendor payout,approved
TXN-102165,BATCH-1086,REF-672604,2026-02-28,19690.61,EUR,Allen Inc,Vendor payout,approved
TXN-102166,BATCH-1086,REF-117897,2026-03-24,9002.91,GBP,Johnson-Ruiz,Vendor payout,approved
TXN-102167,BATCH-1086,REF-181582,2026-03-22,11108.92,USD,Smith-Abbott,Vendor payout,approved
TXN-102168,BATCH-1086,REF-748110,2026-01-12,2107.82,EUR,"Savage, Garcia and Robinson",Vendor payout,approved
TXN-102169,BATCH-1086,REF-978580,2026-02-21,18587.45,USD,Pennington PLC,Vendor payout,approved
TXN-102170,BATCH-1086,REF-130242,2026-02-16,1178.87,USD,Brown Ltd,Vendor payout,approved
TXN-102171,BATCH-1086,REF-290965,2026-02-16,2198.53,EUR,"Johnson, Meyer and Hanna",Vendor payout,approved
TXN-102172,BATCH-1086,REF-565352,2026-02-26,24172.37,EUR,Hays-Dalton,Vendor payout,approved
TXN-102173,BATCH-1086,REF-837296,2026-03-21,7914.81,EUR,Pena Inc,Vendor payout,approved
TXN-102174,BATCH-1086,REF-420186,2026-02-16,17550.43,GBP,Todd-Oconnor,Vendor payout,approved
TXN-102175,BATCH-1087,REF-468976,2026-03-11,7773.88,EUR,Johnson Inc,Vendor payout,approved
TXN-102176,BATCH-1087,REF-194869,2026-04-20,11312.07,GBP,Mann Group,Vendor payout,approved
TXN-102177,BATCH-1087,REF-997358,2026-02-07,1614.69,USD,Washington-West,Vendor payout,approved
TXN-102178,BATCH-1087,REF-228035,2026-04-18,7591.35,GBP,"Adams, Rodriguez and Walker",Vendor payout,approved
TXN-102179,BATCH-1087,REF-636046,2026-02-24,3179.24,USD,Rose-Gonzales,Vendor payout,approved
TXN-102180,BATCH-1087,REF-369610,2026-02-24,21141.39,EUR,Johnson-Newton,Vendor payout,approved
TXN-102181,BATCH-1087,REF-334635,2026-04-30,11908.23,GBP,Hawkins-Saunders,Vendor payout,approved
TXN-102182,BATCH-1087,REF-884011,2026-02-27,14425.65,GBP,Jimenez-Bradley,Vendor payout,approved
TXN-102183,BATCH-1087,REF-553004,2026-02-01,17560.81,EUR,Allen Ltd,Vendor payout,approved
TXN-102184,BATCH-1087,REF-596782,2026-01-28,1243.32,USD,Randall-Kerr,Vendor payout,approved
TXN-102185,BATCH-1087,REF-698230,2026-04-28,836.92,EUR,Reynolds-Torres,Vendor payout,approved
TXN-102186,BATCH-1087,REF-463152,2026-03-18,23499.2,USD,Anderson LLC,Vendor payout,approved
TXN-102187,BATCH-1087,REF-961593,2026-03-27,2248.52,USD,Schneider Ltd,Vendor payout,approved
TXN-102188,BATCH-1087,REF-992665,2026-03-08,8671.75,GBP,Wright Group,Vendor payout,approved
TXN-102189,BATCH-1087,REF-615792,2026-03-25,4736.01,USD,Brady-Ford,Vendor payout,approved
TXN-102190,BATCH-1087,REF-168687,2026-02-28,6541.08,EUR,Jones-Fuentes,Vendor payout,approved
TXN-102191,BATCH-1087,REF-618384,2026-03-04,8988.38,GBP,Hunter-Nicholson,Vendor payout,approved
TXN-102192,BATCH-1087,REF-711314,2026-01-17,10571.33,GBP,"Chavez, Davis and Walton",Vendor payout,approved
TXN-102193,BATCH-1087,REF-972714,2026-03-09,10140.02,GBP,"Yu, Nguyen and Wood",Vendor payout,approved
TXN-102194,BATCH-1087,REF-905448,2026-05-01,22164.95,EUR,"Pena, Jones and Sanchez",Vendor payout,approved
TXN-102195,BATCH-1087,REF-247386,2026-01-24,10620.67,GBP,Griffin Inc,Vendor payout,approved
TXN-102196,BATCH-1087,REF-391825,2026-03-23,13519.3,USD,Crawford Ltd,Vendor payout,approved
TXN-102197,BATCH-1087,REF-611996,2026-04-20,7846.16,USD,Rhodes Ltd,Vendor payout,approved
TXN-102198,BATCH-1087,REF-882271,2026-03-25,16702.04,USD,Coffey-Howell,Vendor payout,approved
TXN-102199,BATCH-1087,REF-489124,2026-01-09,18414.62,USD,Moore LLC,Vendor payout,approved
TXN-102200,BATCH-1088,REF-700908,2026-01-13,5348.78,USD,Anderson LLC,Vendor payout,approved
TXN-102201,BATCH-1088,REF-108830,2026-03-01,5778.39,EUR,"Hernandez, Greer and Jackson",Vendor payout,approved
TXN-102202,BATCH-1088,REF-968352,2026-01-24,11933.53,USD,"Ball, Henderson and Caldwell",Vendor payout,approved
