bank_txn_id,reference,date,amount,currency,payee,description,source_status
BNK-202068,REF-603627,01/19/2026,-21171.89,eur,"Howell, Hart and Swanson",Vendor Settlement,settled
BNK-202069,REF-408396,03/30/2026,-3953.17,GBP,"Murphy, Jordan and Whitney",WIRE TRANSFER,settled
BNK-202070,REF-434042,2026-01-11,-9921.76,USD,"EDWARDS, ANDERSON AND TAYLOR",Vendor Settlement,settled
BNK-202071,REF-827402,2026-02-20,-17059.28,EUR,HOLMES AND SONS,Vendor Settlement,settled
BNK-202072,REF-953478,04/17/2026,-3889.35,GBP,NGUYEN-WHITE,WIRE TRANSFER,settled
BNK-202073,REF-334528,2026-02-14,-24446.47,EUR,Mann Group,Vendor Settlement,settled
BNK-202074,REF-913450,02/19/2026,-5628.17,USD,Orozco Ltd,Vendor Settlement,settled
BNK-202075,REF-264038,02/24/2026,-16648.21,EUR,"Garza, Barker and Maddox",WIRE TRANSFER,settled
BNK-202076,REF-518557,04/28/2026,-14043.88,GBP,CONTRERAS LLC,ACH DEBIT,settled
BNK-202077,REF-646289,2026-03-03,-1912.02,GBP,Walters PLC,Vendor Settlement,settled
BNK-202078,REF-381903,2026-01-27,-10592.18,USD,Reynolds-Harris,Payout Execution,settled
BNK-202079,ref809369,2026-04-07,-22576.12,EUR,Reynolds LLC,ACH DEBIT,settled
BNK-202080,REF-242354,2026-04-15,-13856.24,gbp,BARRERA GROUP,ACH DEBIT,settled
BNK-202081,REF-327153,2026-01-29,-13673.99,EUR,"Johnson, Harrison and Thomas",Vendor Settlement,settled
BNK-202082,REF-293334,03/23/2026,-20263.71,GBP,"Bates, Diaz and Lowe",WIRE TRANSFER,settled
BNK-202083,REF-220326,2026-03-06,-20740.76,EUR,"Dorsey, Patterson and Harrison",Payout Execution,settled
BNK-202084,ref706837,01/01/2026,-14980.49,USD,"Collins, Gardner and Shaw",Vendor Settlement,settled
BNK-202085,REF-123802,01/29/2026,-21269.25,GBP,Li-Martinez,Payout Execution,settled
BNK-202086,REF-438650,2026-04-23,-3625.6,gbp,Randall-Kerr,Vendor Settlement,settled
BNK-202087,REF-980575,2026-04-16,-16745.79,GBP,"Snow, Rodgers and Miller",WIRE TRANSFER,settled
BNK-202088,REF-656165,2026-03-08,-21013.97,gbp,Davis PLC,Vendor Settlement,settled
BNK-202089,REF-534443,2026-02-02,-10903.89,USD,"Cox, Fernandez and Baker",WIRE TRANSFER,settled
BNK-202090,REF-192201,01/04/2026,-4045.98,USD,Hickman-Walter,WIRE TRANSFER,settled
BNK-202091,REF-979691,2026-04-25,-16681.98,EUR,Smith-Abbott,ACH DEBIT,settled
BNK-202092,REF-369491,2026-04-07,-22213.68,eur,"Salinas, Barnes and Cooper",Vendor Settlement,settled
BNK-202093,REF-591546,2026-03-01,-9872.16,USD,Prince-Martinez,Vendor Settlement,settled
BNK-202094,REF-901296,04/25/2026,-3369.96,USD,Smith-Ortiz,ACH DEBIT,settled
BNK-202095,REF-552959,02/09/2026,-23393.73,EUR,"Graham, Ferguson and Hill",Vendor Settlement,settled
BNK-202096,ref889385,2026-02-28,-9228.44,GBP,Todd-Oconnor,Vendor Settlement,settled
BNK-202097,REF-797475,04/04/2026,-7779.4,USD,Gonzalez Inc,ACH DEBIT,settled
BNK-202098,REF-702083,2026-04-23,-18663.65,USD,HERNANDEZ-DIAZ,Vendor Settlement,settled
BNK-202099,REF-618341,01/29/2026,-2207.43,EUR,Jones-Turner,Payout Execution,settled
BNK-202100,ref927320,01/03/2026,-532.62,GBP,"Pineda, Travis and Jones",Payout Execution,settled
BNK-202101,REF-833253,2026-03-15,-6352.62,GBP,ALLEN GROUP,Vendor Settlement,settled
BNK-202102,REF-855704,2026-04-25,-12107.18,GBP,Bowman LLC,WIRE TRANSFER,settled
BNK-202103,REF-784232,2026-01-24,-3903.33,EUR,Cooper Ltd,Payout Execution,settled
BNK-202104,REF-973439,2026-04-14,-22582.42,USD,Bauer Inc,Payout Execution,settled
BNK-202105,REF-792439,01/13/2026,-21689.6,USD,"Howard, Russo and Smith",Payout Execution,settled
BNK-202106,REF-341448,2026-04-10,-11500.1,USD,Zimmerman and Sons,WIRE TRANSFER,settled
BNK-202107,REF-316929,2026-03-05,-8164.97,EUR,Wagner Ltd,WIRE TRANSFER,settled
BNK-202108,REF-811384,2026-04-06,-6719.04,GBP,Kirk-Henson,WIRE TRANSFER,settled
BNK-202109,REF-433828,03/16/2026,-6410.27,GBP,"BATES, DIAZ AND LOWE",Payout Execution,settled
BNK-202110,REF-159230,2026-02-04,-8983.61,USD,"Collins, Gardner and Shaw",ACH DEBIT,settled
BNK-202111,REF-535804,2026-03-20,-18721.9,GBP,Zimmerman Group,Payout Execution,settled
BNK-202112,REF-902767,2026-03-21,-11868.23,USD,Arnold-Beck,ACH DEBIT,settled
BNK-202113,REF-699710,03/07/2026,-5323.35,USD,"Ball, Henderson and Caldwell",Vendor Settlement,settled
BNK-202114,REF-857526,01/11/2026,-13169.36,USD,Dudley Ltd,Vendor Settlement,settled
BNK-202115,ref558415,2026-04-22,-13920.39,GBP,Thornton and Sons,WIRE TRANSFER,settled
BNK-202116,REF-941828,02/16/2026,-2619.16,GBP,Maxwell-Shepherd,Payout Execution,settled
BNK-202117,REF-110284,2026-04-08,-22424.23,USD,"NELSON, BOWERS AND COOPER",Payout Execution,settled
BNK-202118,ref655514,02/10/2026,-13584.84,GBP,Green Ltd,Vendor Settlement,settled
BNK-202119,REF-899847,02/20/2026,-9438.77,EUR,"Thompson, Cooper and Young",Payout Execution,settled
BNK-202120,REF-746060,2026-01-15,-22998.94,USD,"Ward, Garcia and Henry",WIRE TRANSFER,settled
BNK-202121,REF-596226,02/08/2026,-241.61,GBP,"MALONE, BELL AND BRYANT",Vendor Settlement,settled
BNK-202122,REF-560412,01/13/2026,-14525.49,GBP,Gardner Inc,Vendor Settlement,settled
BNK-202123,REF-762435,04/15/2026,-11330.77,usd,Reynolds-Harris,Vendor Settlement,settled
BNK-202124,REF-333056,2026-01-21,-10978.74,USD,Rose-Gonzales,ACH DEBIT,settled
BNK-202125,REF-162637,2026-04-29,-20354.04,USD,Peters-Ward,Vendor Settlement,settled
BNK-202126,REF-231790,2026-02-24,-7590.35,USD,Zimmerman and Sons,ACH DEBIT,settled
BNK-202127,REF-961047,2026-05-08,-15322.99,EUR,Davis PLC,ACH DEBIT,settled
BNK-202128,REF-916072,01/21/2026,-15831.53,GBP,Mccoy Ltd,Payout Execution,settled
BNK-202129,REF-697041,2026-03-27,-10312.58,GBP,Cooper PLC,Vendor Settlement,settled
BNK-202130,REF-185658,2026-03-29,-3948.02,GBP,Thornton and Sons,WIRE TRANSFER,settled
BNK-202131,REF-170975,01/17/2026,-18452.46,EUR,Cooper PLC,Vendor Settlement,settled
BNK-202132,REF-310220,04/14/2026,-203.47,EUR,Brady-Ford,Payout Execution,settled
BNK-202133,REF-936243,2026-01-11,-18525.48,usd,Mitchell-Byrd,ACH DEBIT,settled
BNK-202134,REF-571644,01/31/2026,-12100.54,GBP,"Rogers, Anderson and Campos",WIRE TRANSFER,settled
BNK-202135,REF-654887,2026-04-25,-17220.03,GBP,Hamilton-Bautista,ACH DEBIT,settled
BNK-202136,REF-489434,03/04/2026,-1172.05,EUR,Moore LLC,Vendor Settlement,settled
BNK-202137,REF-744717,04/04/2026,-1001.5,EUR,"Bryant, Harrison and Carter",WIRE TRANSFER,settled
BNK-202138,REF-219685,02/06/2026,-1185.46,USD,Smith Ltd,Vendor Settlement,settled
BNK-202139,ref500982,03/23/2026,-2172.62,gbp,JOHNSON-RUIZ,Vendor Settlement,settled
BNK-202140,REF-782431,04/30/2026,-602.02,GBP,"Bates, Diaz and Lowe",ACH DEBIT,settled
BNK-202141,REF-441004,2026-02-18,-3524.1,USD,Wilson Ltd,Vendor Settlement,settled
BNK-202142,REF-136559,2026-04-05,-16788.06,USD,Reynolds LLC,Payout Execution,settled
BNK-202143,REF-707701,2026-03-16,-2759.5,EUR,Flynn-Matthews,ACH DEBIT,settled
BNK-202144,ref498173,2026-02-09,-5764.82,gbp,Prince-Martinez,Vendor Settlement,settled
BNK-202145,REF-233411,2026-01-15,-21655.38,USD,Dickson-Gutierrez,Vendor Settlement,settled
BNK-202146,REF-630172,2026-03-26,-952.19,usd,Randall-Kerr,Payout Execution,settled
BNK-202147,ref537667,01/13/2026,-6644.77,EUR,Howe and Sons,Vendor Settlement,settled
BNK-202148,REF-791913,2026-01-14,-18216.8,EUR,"Rollins, Charles and Black",ACH DEBIT,settled
BNK-202149,REF-723094,2026-02-02,-20269.35,USD,Crawford Ltd,ACH DEBIT,settled
BNK-202150,REF-229996,03/30/2026,-109.96,USD,Perez-Neal,WIRE TRANSFER,settled
BNK-202151,REF-983389,01/10/2026,-21580.64,EUR,Hammond Ltd,Vendor Settlement,settled
BNK-202152,REF-113887,04/07/2026,-16189.59,gbp,Anderson-Parks,WIRE TRANSFER,settled
BNK-202153,REF-529314,01/20/2026,-3979.97,USD,Jenkins-Henderson,ACH DEBIT,settled
BNK-202154,REF-403592,03/16/2026,-18820.26,GBP,Contreras LLC,Payout Execution,settled
BNK-202155,REF-820104,2026-04-28,-17740.19,GBP,DICKSON-PADILLA,ACH DEBIT,settled
BNK-202156,REF-417096,2026-02-01,-11268.36,USD,"Wilson, Robertson and Gonzalez",ACH DEBIT,settled
BNK-202157,REF-161154,03/10/2026,-3959.05,EUR,RAMSEY-CALDWELL,Vendor Settlement,settled
BNK-202158,REF-190792,04/15/2026,-9003.0,usd,"Hansen, Herrera and Taylor",WIRE TRANSFER,settled
BNK-202159,REF-250524,2026-04-15,-10274.69,gbp,Bryant LLC,Vendor Settlement,settled
BNK-202160,REF-145206,02/19/2026,-24042.64,USD,Brown and Sons,Payout Execution,settled
BNK-202161,REF-514879,2026-03-17,-16073.12,USD,Best Inc,WIRE TRANSFER,settled
BNK-202162,REF-394202,2026-01-11,-1371.55,gbp,ALLEN-TAYLOR,Payout Execution,settled
BNK-202163,REF-785010,2026-04-26,-12323.63,gbp,Thompson-Washington,WIRE TRANSFER,settled
BNK-202164,REF-811984,2026-03-27,-4343.71,GBP,Allen-Taylor,Vendor Settlement,settled
BNK-202165,ref672604,2026-02-28,-19690.61,EUR,Allen Inc,Payout Execution,settled
BNK-202166,REF-117897,03/25/2026,-9002.91,GBP,JOHNSON-RUIZ,Payout Execution,settled
BNK-202167,REF-181582,2026-03-22,-11108.92,USD,Smith-Abbott,ACH DEBIT,settled
BNK-202168,REF-748110,2026-01-14,-2107.82,eur,"Savage, Garcia and Robinson",WIRE TRANSFER,settled
BNK-202169,REF-978580,2026-02-21,-18587.45,USD,PENNINGTON PLC,Payout Execution,settled
BNK-202170,ref130242,02/18/2026,-1178.85,USD,Brown Ltd,WIRE TRANSFER,settled
BNK-202171,ref290965,02/17/2026,-2198.52,EUR,"JOHNSON, MEYER AND HANNA",Payout Execution,settled
BNK-202172,ref565352,02/27/2026,-24172.37,EUR,Hays-Dalton,Payout Execution,settled
BNK-202173,REF-837296,2026-03-23,-7914.81,eur,Pena Inc,Vendor Settlement,settled
BNK-202174,REF-420186,02/25/2026,-17550.43,gbp,Todd-Oconnor,Vendor Settlement,settled
BNK-202175,REF-468976,2026-03-17,-7773.9,EUR,Johnson Inc,ACH DEBIT,settled
BNK-202176,REF-194869,04/22/2026,-11312.07,GBP,Mann Group,Vendor Settlement,settled
BNK-202177,REF-997358,02/07/2026,-1614.69,USD,Washington-West,Vendor Settlement,settled
BNK-202178,REF-228035,04/19/2026,-7591.35,GBP,"Adams, Rodriguez and Walker",WIRE TRANSFER,settled
BNK-202179,REF-636046,02/25/2026,-3179.24,usd,Rose-Gonzales,WIRE TRANSFER,settled
BNK-202180,REF-369610,02/25/2026,-21141.39,EUR,Johnson-Newton,Vendor Settlement,settled
BNK-202181,REF-334635,2026-05-02,-11908.23,GBP,Hawkins-Saunders,ACH DEBIT,settled
BNK-202182,ref884011,2026-02-28,-14425.65,GBP,Jimenez-Bradley,Vendor Settlement,settled
BNK-202183,REF-553004,02/03/2026,-17560.81,EUR,Allen Ltd,WIRE TRANSFER,settled
BNK-202184,ref596782,01/28/2026,-1243.32,USD,Randall-Kerr,Vendor Settlement,settled
BNK-202185,REF-698230,2026-04-28,-836.92,EUR,Reynolds-Torres,Payout Execution,settled
BNK-202186,ref463152,03/19/2026,-23499.2,USD,Anderson LLC,ACH DEBIT,settled
BNK-202187,REF-961593,2026-03-27,-2248.52,USD,Schneider Ltd,WIRE TRANSFER,settled
BNK-202188,REF-992665,2026-03-09,-8671.75,GBP,Wright Group,Vendor Settlement,settled
BNK-202189,REF-615792,2026-03-25,-4736.01,USD,Brady-Ford,WIRE TRANSFER,settled
BNK-202190,REF-168687,03/02/2026,-6541.08,EUR,Jones-Fuentes,Vendor Settlement,settled
BNK-202191,REF-618384,03/06/2026,-8988.38,GBP,Hunter-Nicholson,WIRE TRANSFER,settled
BNK-202192,ref711314,2026-01-17,-10571.33,GBP,"Chavez, Davis and Walton",ACH DEBIT,settled
BNK-202193,REF-972714,2026-03-10,-10140.02,GBP,"Yu, Nguyen and Wood",WIRE TRANSFER,settled
BNK-202194,REF-905448,2026-05-03,-22164.95,EUR,"PENA, JONES AND SANCHEZ",Vendor Settlement,settled
BNK-202195,REF-247386,2026-01-25,-10620.67,GBP,Griffin Inc,WIRE TRANSFER,settled
BNK-202196,REF-391825,2026-03-25,-13519.3,usd,Crawford Ltd,Payout Execution,settled
BNK-202197,ref611996,04/20/2026,-7846.16,USD,Rhodes Ltd,WIRE TRANSFER,settled
BNK-202198,REF-882271,2026-03-25,-16702.04,USD,Coffey-Howell,Payout Execution,settled
BNK-202199,REF-489124,2026-01-10,-18414.62,USD,MOORE LLC,ACH DEBIT,settled
BNK-202200,REF-700908,01/13/2026,-5348.78,USD,Anderson LLC,WIRE TRANSFER,settled
BNK-202201,REF-108830,03/01/2026,-5778.39,eur,"Hernandez, Greer and Jackson",WIRE TRANSFER,settled
BNK-202202,REF-968352,01/25/2026,-11933.53,USD,"Ball, Henderson and Caldwell",WIRE TRANSFER,settled
BNK-202203,REF-735336,03/26/2026,-23627.0,USD,"Edwards, Anderson and Taylor",ACH DEBIT,settled
BNK-202204,REF-345528,2026-04-20,-13729.58,GBP,Hughes Inc,Payout Execution,settled
BNK-202205,REF-294458,02/07/2026,-20613.68,EUR,"Hayes, Luna and Miller",Vendor Settlement,settled
BNK-202206,REF-622625,2026-03-25,-1236.37,gbp,"Garner, Lawson and Richard",ACH DEBIT,settled
BNK-202207,REF-923338,2026-04-12,-502.14,USD,HOWARD LLC,Vendor Settlement,settled
BNK-202208,REF-321308,2026-04-13,-15591.17,EUR,"WALLER, BASS AND MITCHELL",WIRE TRANSFER,settled
BNK-202209,REF-593368,2026-04-09,-24155.58,GBP,Reynolds LLC,WIRE TRANSFER,settled
BNK-202210,REF-122580,05/02/2026,-7724.18,USD,"Taylor, Zavala and Bates",Vendor Settlement,settled
BNK-202211,REF-962967,04/10/2026,-15655.44,gbp,Nguyen-Roberts,Payout Execution,settled
BNK-202212,REF-895980,2026-03-19,-7089.34,GBP,Banks-Savage,ACH DEBIT,settled
BNK-202213,REF-617067,04/11/2026,-23544.61,GBP,"Yu, Nguyen and Wood",ACH DEBIT,settled
BNK-202214,REF-992060,2026-02-15,-14371.45,EUR,Arnold-Beck,Payout Execution,settled
BNK-202215,REF-315773,2026-03-03,-10466.1,EUR,"Roberts, Frazier and Smith",Payout Execution,settled
BNK-202216,REF-519721,2026-03-30,-20173.12,EUR,"Nguyen, Williams and Smith",Vendor Settlement,settled
BNK-202217,REF-932097,2026-03-10,-21620.16,eur,"Robinson, Bauer and Brown",Payout Execution,settled
BNK-202218,REF-964952,03/03/2026,-21396.64,EUR,GONZALEZ-MCDANIEL,Vendor Settlement,settled
BNK-202219,REF-580552,02/12/2026,-918.63,GBP,Murray Group,Vendor Settlement,settled
BNK-202220,REF-103380,01/26/2026,-5282.78,EUR,Jackson LLC,Payout Execution,settled
BNK-202221,REF-632162,03/30/2026,-11883.2,GBP,Thompson-Washington,Payout Execution,settled
BNK-202222,REF-814440,02/26/2026,-19704.28,USD,Moore LLC,ACH DEBIT,settled
BNK-202223,REF-246346,2026-02-03,-11968.02,EUR,"Graham, Ferguson and Hill",Payout Execution,settled
BNK-202224,ref507054,2026-01-15,-15194.43,EUR,Hamilton-Bautista,WIRE TRANSFER,settled
BNK-202225,REF-318628,2026-01-20,-20625.06,GBP,Li-Jones,Vendor Settlement,settled
BNK-202226,REF-776186,01/18/2026,-22692.97,gbp,PETERSON LLC,ACH DEBIT,settled
BNK-202227,REF-252132,2026-03-25,-14763.33,USD,"Hobbs, Blanchard and Porter",Payout Execution,settled
BNK-202228,REF-605068,04/04/2026,-20681.62,GBP,Ingram PLC,Vendor Settlement,settled
BNK-202229,REF-866540,2026-04-15,-1366.43,USD,"Garza, Barker and Maddox",ACH DEBIT,settled
BNK-202230,REF-982796,2026-02-07,-10627.35,GBP,"Brown, Middleton and Williams",Payout Execution,settled
BNK-202231,REF-273792,02/28/2026,-20038.38,GBP,"MOSS, ATKINS AND DANIELS",Vendor Settlement,settled
BNK-202232,REF-879779,2026-01-21,-7854.56,GBP,"Molina, Wells and Bright",ACH DEBIT,settled
BNK-202233,REF-158960,02/28/2026,-6252.57,GBP,"Martinez, Henderson and Osborne",Vendor Settlement,settled
BNK-202234,REF-439004,2026-04-05,-16551.51,USD,Davenport PLC,ACH DEBIT,settled
BNK-202235,REF-129117,02/27/2026,-22632.13,EUR,Smith-Ortiz,Payout Execution,settled
BNK-202236,REF-967262,01/12/2026,-14152.88,eur,MATA INC,ACH DEBIT,settled
BNK-202237,REF-189137,04/21/2026,-4297.5,gbp,Davis PLC,ACH DEBIT,settled
BNK-202238,REF-443909,03/17/2026,-23070.03,gbp,Reynolds-Harris,Payout Execution,settled
BNK-202239,REF-152098,02/24/2026,-24917.33,gbp,"Moss, Atkins and Daniels",ACH DEBIT,settled
BNK-202240,REF-893637,02/23/2026,-14776.81,EUR,Colon Group,WIRE TRANSFER,settled
BNK-202241,REF-179312,01/05/2026,-9582.49,eur,Edwards-Boyd,Payout Execution,settled
BNK-202242,REF-244073,04/08/2026,-2307.93,EUR,"Yu, Nguyen and Wood",ACH DEBIT,settled
BNK-202243,REF-364310,03/09/2026,-24486.74,usd,Park-Daniels,ACH DEBIT,settled
BNK-202244,REF-111125,03/30/2026,-16495.15,USD,Robinson and Sons,WIRE TRANSFER,settled
BNK-202245,REF-130719,01/06/2026,-21642.02,USD,"Fox, Hernandez and Ryan",ACH DEBIT,settled
BNK-202246,REF-207632,2026-02-27,-24348.62,EUR,Reed PLC,ACH DEBIT,settled
BNK-202247,REF-479983,01/15/2026,-6492.15,USD,Contreras LLC,Payout Execution,settled
BNK-202248,REF-400495,2026-04-16,-8648.68,gbp,Allen Inc,WIRE TRANSFER,settled
BNK-202249,REF-140162,03/11/2026,-2423.54,USD,Walters LLC,ACH DEBIT,settled
BNK-202250,REF-229236,02/11/2026,-15485.9,GBP,Kelly-Murphy,Vendor Settlement,settled
BNK-202251,REF-493967,2026-04-23,-3340.52,EUR,Jenkins-Henderson,Vendor Settlement,settled
BNK-202252,REF-585581,04/13/2026,-483.07,EUR,Walters LLC,WIRE TRANSFER,settled
BNK-202253,REF-401147,2026-03-07,-9753.01,GBP,"Garcia, Mercado and West",Vendor Settlement,settled
BNK-202254,REF-140004,04/25/2026,-57.76,GBP,Arroyo-Pope,Vendor Settlement,settled
BNK-202255,REF-592715,2026-02-03,-18695.72,USD,Welch-Peck,Vendor Settlement,settled
BNK-202256,REF-443694,2026-04-30,-22430.21,USD,Prince-Martinez,Vendor Settlement,settled
BNK-202257,REF-113786,01/25/2026,-4115.82,EUR,Orozco Ltd,ACH DEBIT,settled
BNK-202258,REF-854506,2026-01-03,-13832.62,EUR,Hammond Ltd,ACH DEBIT,settled
BNK-202259,REF-762647,02/03/2026,-24195.14,USD,Skinner Ltd,WIRE TRANSFER,settled
BNK-202260,REF-712279,2026-03-16,-19620.23,eur,Roberts Group,Vendor Settlement,settled
BNK-202261,REF-184886,02/26/2026,-10334.08,EUR,"Santana, Hoffman and Cobb",ACH DEBIT,settled
BNK-202262,REF-411930,2026-02-25,-9749.55,EUR,Mitchell-Jones,Vendor Settlement,settled
BNK-202263,REF-344014,04/02/2026,-24806.02,EUR,"Rodriguez, Evans and Patterson",WIRE TRANSFER,settled
BNK-202264,ref762023,2026-03-09,-6035.91,USD,Garcia Ltd,WIRE TRANSFER,settled
BNK-202265,REF-590001,2026-02-08,-23223.71,EUR,Hickman-Walter,Payout Execution,settled
BNK-202266,REF-651405,2026-04-10,-4858.46,USD,Edwards-Boyd,WIRE TRANSFER,settled
BNK-202267,REF-792299,2026-03-08,-3486.75,USD,Randall-Kerr,WIRE TRANSFER,settled
BNK-202268,REF-931199,2026-04-22,-306.55,EUR,SMITH-GAINES,WIRE TRANSFER,settled
BNK-202269,REF-240681,03/18/2026,-10571.69,USD,"Shaw, Baker and Scott",WIRE TRANSFER,settled
BNK-202270,REF-656487,2026-02-08,-15454.59,EUR,"Matthews, Howard and Brown",Vendor Settlement,settled
BNK-202271,REF-130987,2026-03-31,-2521.47,USD,Banks-Savage,Payout Execution,settled
BNK-202272,REF-281380,03/11/2026,-21050.56,usd,Crawford Ltd,Payout Execution,settled
BNK-202273,REF-762427,2026-02-02,-12178.12,GBP,"Evans, Conway and Hall",Payout Execution,settled
BNK-202274,REF-975631,2026-01-26,-24137.81,EUR,Zimmerman Group,Payout Execution,settled
BNK-202275,REF-114211,02/02/2026,-13033.32,gbp,"Kennedy, Lopez and Norton",Payout Execution,settled
BNK-202276,REF-375840,2026-01-21,-22576.4,GBP,MCCLAIN-JENSEN,Payout Execution,settled
BNK-202277,ref911090,2026-02-11,-10850.53,USD,"Evans, Conway and Hall",WIRE TRANSFER,settled
BNK-202278,REF-625329,2026-03-27,-16181.3,eur,Best Inc,Vendor Settlement,settled
BNK-202279,REF-252734,2026-02-23,-17658.18,gbp,WHITE-WILSON,Payout Execution,settled
BNK-202280,ref998782,03/14/2026,-1909.84,GBP,Hamilton-Bautista,Vendor Settlement,settled
BNK-202281,REF-519575,2026-04-20,-11877.4,GBP,ALLEN INC,Vendor Settlement,settled
BNK-202282,REF-531663,2026-01-15,-1436.06,usd,Mata Inc,Payout Execution,settled
BNK-202283,REF-123537,01/06/2026,-48.21,USD,Robinson Group,Vendor Settlement,settled
BNK-202284,REF-623331,02/07/2026,-1545.28,eur,King-George,Vendor Settlement,settled
BNK-202285,ref372975,2026-01-10,-23077.89,GBP,"RUSSELL, SCOTT AND RAMSEY",ACH DEBIT,settled
BNK-202286,REF-839149,2026-03-01,-15688.78,USD,Garcia and Sons,Payout Execution,settled
BNK-202287,REF-595397,04/21/2026,-21956.92,USD,"Thompson, Cooper and Young",WIRE TRANSFER,settled
BNK-202288,REF-686192,2026-02-27,-569.04,gbp,Brown Ltd,WIRE TRANSFER,settled
BNK-202289,ref640769,2026-02-08,-24241.03,USD,"Smith, Guerra and Holmes",Vendor Settlement,settled
BNK-202290,ref378122,2026-01-28,-16275.14,USD,Johnson-Newton,ACH DEBIT,settled
BNK-202291,ref441989,2026-04-22,-13508.41,GBP,Allen Inc,ACH DEBIT,settled
BNK-202292,REF-629761,2026-03-14,-8000.42,EUR,Garcia and Sons,ACH DEBIT,settled
BNK-202293,REF-524321,2026-02-26,-9636.13,usd,"Short, Moore and Douglas",WIRE TRANSFER,settled
BNK-202294,REF-733618,2026-02-28,-1026.32,GBP,Esparza-Carroll,WIRE TRANSFER,settled
BNK-202295,REF-335437,2026-03-30,-2713.04,GBP,Prince-Martinez,WIRE TRANSFER,settled
BNK-202296,REF-939864,04/22/2026,-4169.52,EUR,Hays-Dalton,WIRE TRANSFER,settled
BNK-202297,REF-501523,04/25/2026,-16037.63,EUR,Harvey Inc,WIRE TRANSFER,settled
BNK-202298,REF-956067,2026-02-17,-7709.61,GBP,Randall-Kerr,WIRE TRANSFER,settled
BNK-202299,REF-326246,2026-02-13,-4852.19,GBP,"Malone, Bell and Bryant",WIRE TRANSFER,settled
BNK-202300,ref303879,02/10/2026,-9895.67,GBP,Moore LLC,Payout Execution,settled
BNK-202301,REF-785914,02/04/2026,-18329.25,EUR,Mcclain-Jensen,Payout Execution,settled
BNK-202302,REF-471979,04/20/2026,-19178.73,eur,"Howard, Lynch and Morris",Vendor Settlement,settled
BNK-202303,REF-657059,2026-03-26,-19762.93,USD,"Best, Simon and Turner",Vendor Settlement,settled
BNK-202304,REF-449064,2026-04-03,-17165.27,usd,Leach-Walker,Vendor Settlement,settled
BNK-202305,REF-246032,2026-04-05,-9084.77,EUR,King-George,Vendor Settlement,settled
BNK-202306,ref836787,04/08/2026,-15308.64,EUR,Gardner-Hayes,Vendor Settlement,settled
BNK-202307,REF-725382,03/11/2026,-8066.39,eur,Erickson and Sons,Payout Execution,settled
BNK-202308,REF-157233,2026-03-19,-10809.97,USD,Fitzpatrick-Henderson,Payout Execution,settled
BNK-202309,REF-752138,05/01/2026,-10324.9,USD,"George, Lewis and Mitchell",WIRE TRANSFER,settled
BNK-202310,REF-633138,03/13/2026,-17810.94,EUR,Randall-Kerr,Payout Execution,settled
BNK-202311,REF-561661,04/02/2026,-329.95,usd,Richards-Johnson,WIRE TRANSFER,settled
BNK-202312,REF-390480,01/09/2026,-9561.9,GBP,Pena Inc,ACH DEBIT,settled
BNK-202313,REF-210973,2026-03-27,-16760.94,USD,"Ramirez, Hernandez and Fox",ACH DEBIT,settled
BNK-202314,REF-553203,02/10/2026,-682.67,EUR,Gordon-Roberts,Vendor Settlement,settled
BNK-202315,REF-818991,2026-03-21,-14004.12,USD,Gonzalez-Pennington,Payout Execution,settled
BNK-202316,REF-769711,04/26/2026,-7724.81,USD,Fitzgerald-Watson,Vendor Settlement,settled
BNK-202317,REF-261037,03/20/2026,-8573.6,GBP,Hammond Ltd,Vendor Settlement,settled
BNK-202318,REF-533718,2026-04-21,-2110.73,USD,Lawrence-Lee,Vendor Settlement,settled
BNK-202319,REF-178940,02/18/2026,-21599.53,USD,"Smith, Guerra and Holmes",WIRE TRANSFER,settled
BNK-202320,REF-630741,02/24/2026,-14441.95,GBP,Erickson and Sons,Vendor Settlement,settled
BNK-202321,REF-731264,2026-02-22,-16207.65,EUR,Gonzalez-Mcdaniel,Vendor Settlement,settled
BNK-202322,REF-223109,2026-02-02,-12618.4,usd,Garcia and Sons,WIRE TRANSFER,settled
BNK-202323,REF-106802,03/13/2026,-8164.25,EUR,Erickson and Sons,Vendor Settlement,settled
BNK-202324,REF-644621,2026-01-22,-1065.64,GBP,Morris Inc,Payout Execution,settled
BNK-202325,ref120415,2026-02-20,-21726.62,EUR,Hunt PLC,ACH DEBIT,settled
BNK-202326,REF-125643,04/06/2026,-4969.21,USD,"Shaw, Baker and Scott",Vendor Settlement,settled
BNK-202327,ref108285,03/04/2026,-2266.5,EUR,Murray Group,ACH DEBIT,settled
BNK-202328,REF-884076,03/31/2026,-20031.27,EUR,"Hernandez, Hill and Hull",ACH DEBIT,settled
BNK-202329,REF-394259,2026-04-12,-325.32,GBP,"Peterson, Hood and Arroyo",Payout Execution,settled
BNK-202330,REF-721408,2026-03-16,-1133.01,GBP,"Gray, Williams and Weaver",WIRE TRANSFER,settled
BNK-202331,REF-631468,2026-03-05,-392.37,GBP,"Short, Moore and Douglas",ACH DEBIT,settled
BNK-202332,ref743302,2026-02-20,-15673.06,GBP,"Mooney, Black and Roach",Payout Execution,settled
BNK-202333,REF-519696,04/01/2026,-14906.09,USD,Walter Inc,Vendor Settlement,settled
BNK-202334,REF-928671,2026-04-22,-21014.32,USD,"Fleming, King and Herring",WIRE TRANSFER,settled
